0,0,1,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
1,0,1,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2,0,1,7,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
3,0,1,7,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
4,1,1,8,10,10,9,9,8,6,0,3,2,4,1,5,3
5,1,0,6,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
6,2,0,20,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
7,2,0,21,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
8,3,0,14,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
9,4,0,13,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
10,4,0,12,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
11,5,1,18,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
12,5,0,15,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
13,5,0,15,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
14,5,0,16,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
15,6,0,16,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
16,7,0,17,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
17,8,0,18,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
18,9,0,22,19,19,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1
19,10,0,20,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
20,11,0,21,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
21,12,0,23,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
22,13,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,13,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
