0,0,1,16,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
1,0,1,19,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2,0,1,19,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
3,1,1,7,5,5,4,4,7,17,0,3,2,4,1,5,3
4,1,0,6,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
5,2,0,8,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
6,2,0,10,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
7,3,0,9,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
8,3,0,10,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
9,4,0,12,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
10,4,0,12,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
11,5,1,15,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
12,5,0,13,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
13,6,0,15,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
14,6,1,16,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
15,7,0,22,18,18,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1
16,9,0,17,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
17,10,0,20,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
18,10,0,20,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
19,10,0,21,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
20,11,0,21,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
21,12,0,23,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
22,13,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,13,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
